,,,,WITHIN-PHRASE GRAMMATICAL_400-900ms MEAN AMPLITUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITHIN-PHRASE NUMBER VIOLATION_400-900ms MEAN AMPLITUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITHIN-PHRASE GENDER VIOLATION_400-900ms MEAN AMPLITUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTICIPANT,AGE OF ACQUISITION,PROFICIENCY GROUP,PROFICIENCY TEST SCORE,FPZ,CPZ,FP2,F7,FC4,CP3,P4,O1,FZ,PZ,C4,F4,FT8,TP7,T6,O2,FCZ,FP1,F3,F8,C3,CP4,P3,OZ,CZ,FC3,FT7,T4,T3,TP6,T5,FPZ,CPZ,FP2,F7,FC4,CP3,P4,O1,FZ,PZ,C4,F4,FT8,TP7,T6,O2,FCZ,FP1,F3,F8,C3,CP4,P3,OZ,CZ,FC3,FT7,T4,T3,TP6,T5,FPZ,CPZ,FP2,F7,FC4,CP3,P4,O1,FZ,PZ,C4,F4,FT8,TP7,T6,O2,FCZ,FP1,F3,F8,C3,CP4,P3,OZ,CZ,FC3,FT7,T4,T3,TP6,T5
42,12,INTERMEDIATE,31,-4.755131245,6.268355846,-6.46884203,-2.023120165,3.165435791,5.401045799,-4.187448978,3.114416838,1.720168233,5.215614796,4.883584499,-0.018219104,0.669188619,2.665757895,2.522867203,0.877209246,4.613067627,-7.199494839,1.248728633,-1.269831538,5.010279655,5.340310097,4.837554455,1.85495162,5.495893955,3.320120335,1.688768864,2.026627541,3.375007868,2.773630857,3.796099663,4.702286243,10.30422211,-12.02412987,-8.953123093,4.0930233,8.726882935,6.243817806,7.918291569,1.129915953,10.68647766,7.086751461,-0.791450977,-0.757477105,8.445755959,3.541545391,4.964656353,6.127157688,-25.14028358,1.176347017,2.955215931,7.175123215,7.507378101,9.321249008,6.168533325,10.18028164,4.844675541,0.261266202,1.695986509,5.637629032,3.043616295,7.41258049,-9.491228104,4.788823128,-10.73521614,-5.471939087,2.097568035,3.691897869,1.341203332,5.231893063,-0.83420074,4.853508949,4.70774889,-1.162129045,-1.289623737,2.300820589,4.424732208,2.792959929,2.109327316,-10.29204559,-1.274419188,-5.006609917,2.889339209,5.17743063,5.060432434,3.903479576,4.073747635,1.077594399,-2.122701883,1.3746351,0.356621951,3.478684187,5.118843079
43,12,INTERMEDIATE,35,-3.324565411,7.503931522,-6.200809479,-0.513171852,3.786506891,6.879639149,5.002696037,3.997162342,5.173058987,6.8671422,5.499351025,2.524246931,2.432173252,4.198613167,2.191041946,2.15942049,6.557003975,-4.484183788,3.348147631,-1.009236813,6.071453571,6.515523434,7.154169083,2.565645218,6.922020912,4.814117432,1.49834764,3.69893527,3.023367167,3.731015205,5.334024429,-4.774481773,5.955217838,-7.929124832,0.085596941,3.464373827,7.432986736,4.391859055,4.303259373,3.397558689,5.571070194,4.366747379,1.203899622,1.081964254,4.878230095,2.446243763,2.291636944,5.532810211,-5.669751167,2.14908886,-1.768516898,6.064451694,5.514636517,8.322505951,2.969684601,5.76627636,4.937899113,2.41633606,1.687049031,3.552919388,2.338051081,6.010330677,-1.352806211,6.522546291,-3.154094458,-1.079000831,4.594565868,6.826998711,5.900163174,4.678398609,3.947167158,6.312528133,6.127953053,3.265064955,1.86877346,3.025036335,2.500773191,2.952315807,5.614331722,-2.918373108,2.268112659,0.459560663,5.120705605,6.513598919,7.72762537,3.13018322,6.04064703,4.196481705,0.638556242,1.968087912,1.373697877,2.435696363,4.835999966
44,17,INTERMEDIATE,35,-1.450636983,0.451913953,-1.502526879,-0.232478201,0.894403279,0.767668903,1.048886657,-0.037956856,0.203443199,0.387506545,1.242375851,0.027597804,1.410812378,1.446333766,1.027704597,0.027798586,0.500903487,-1.893384099,0.344906241,1.270315647,1.139278769,1.224703312,1.096472502,-0.272099644,0.635508478,0.963047862,1.153446794,1.062382579,1.396502733,1.178620934,0.686862409,-0.977486551,7.626863956,-1.422082901,-0.272061408,2.483400583,7.138831615,7.407578945,3.588881969,1.827632904,8.524404526,6.003204823,1.081959605,2.521012545,3.72490406,4.52324152,4.284072876,3.306120634,-0.943238616,1.22038579,1.104789257,5.261804581,7.325017929,7.136977196,4.08671999,5.97002697,2.947887421,2.127446413,3.458671093,3.431927681,4.254545212,3.785218477,2.360824823,7.94707489,0.972927153,2.587809801,5.151076317,6.937493324,6.886669636,4.377500534,4.643122196,8.490029335,5.880905151,4.255118847,3.09904027,4.587769032,3.722654343,4.060084343,5.586426258,2.054324865,4.307567596,2.733754635,5.920533657,6.702516079,7.065624714,4.113232136,6.987084866,4.938651085,4.410111904,3.549432039,5.114121437,4.333888531,3.951355696
45,12,INTERMEDIATE,39,-6.717674732,3.058483124,-8.30684948,-3.979352236,1.022575736,2.866660595,4.792084694,3.76774168,-1.209678531,4.154576302,3.055083275,-1.116531491,1.107119918,1.576726079,5.629760265,5.070809841,1.081574678,-9.793402672,-2.09411478,-2.004629612,1.696100116,4.061398029,3.29776144,4.045446873,2.489039898,-0.286500961,-1.524359107,2.481494904,-0.056376915,3.95710516,2.502137423,-12.89442444,3.202594757,-14.16751766,-7.151439667,-0.192944497,2.921149492,7.129532337,6.439201355,-5.361497879,5.693232059,3.198522806,-4.604358196,-0.410788924,2.848613262,7.31528759,8.240792274,-1.857266545,-15.23631763,-6.041770458,-4.353202343,0.446821302,5.538053513,4.596745014,6.821434498,1.166266799,-3.002671957,-3.043915749,2.374381542,0.510523915,4.946586609,4.431315422,-11.01992226,0.572661877,-11.31587219,-4.736783504,0.688837767,1.492072344,5.296553612,3.143861532,-5.082643509,3.531732321,2.8203578,-2.892930031,0.827208161,0.765299082,6.610956669,6.02371645,-2.618575096,-13.06204796,-5.614015579,-1.90485847,-0.299340844,4.033047199,2.60912466,4.181233406,-0.79872483,-3.302406549,-1.95499897,2.291348934,-0.138874382,3.783365488,1.305264831
46,15,INTERMEDIATE,38,-3.903723001,-1.059266448,-5.284262657,-3.046034098,-1.205779791,1.236307383,-1.360351086,-2.632725,0.705664814,-1.603600979,-1.049479127,-1.913768053,-2.522535086,2.088929892,-1.309915304,-3.532371283,1.491681576,-4.486362457,0.861132443,-3.954116106,1.427484751,-1.14250195,-0.049377836,-3.292820454,0.160476014,0.901785851,0.128406465,-1.194317579,1.637597442,-0.981737256,1.217485666,-4.756187916,5.424162865,-4.657661438,-3.546506882,3.722756863,5.578036785,5.508864403,0.726831913,4.500947952,4.939284325,5.124172211,2.639989614,2.13297987,1.55927217,3.396924019,1.065417171,7.681942463,-5.348631382,2.564350128,-0.464728475,5.35612011,5.619835854,4.349436283,0.421259314,6.322082996,4.698637486,-1.040246606,3.541142225,1.745691061,4.128177643,5.075982571,-4.638840675,-0.843051374,-4.770689011,-4.931455135,0.126085281,0.333539665,2.518569708,-0.004367421,-0.23312521,-0.096235886,0.960266769,-0.258800834,0.544450045,1.192528248,2.526606798,-0.486698985,1.639041305,-6.142612457,-2.063980818,-1.295911074,-0.066808805,2.09267354,1.271866202,-0.544636011,-0.416469902,-0.727579415,-2.85302639,1.945141077,-0.284412682,2.692741394,2.112822771
47,15,INTERMEDIATE,34,-3.437800169,0.377129972,-6.066721439,-4.824418545,0.395572394,0.639411747,0.293909162,-0.130516455,-0.312885731,-0.033693328,0.653403223,-0.430492967,0.26422137,0.368215859,-1.13513422,-0.37823683,0.40721494,-5.88700819,-0.376696825,-0.601871133,0.325426847,0.748217404,0.537151515,-0.106348492,0.484751433,0.235002175,-1.884074092,0.606560826,-0.129050553,0.059797704,0.177948654,-4.986392021,4.145105839,-5.600224495,-6.009629726,2.078677177,3.142309904,4.103347778,3.088094234,1.76657784,5.158979416,3.378282785,0.586627245,1.531803727,1.175350547,3.011686802,3.032544851,3.340310097,-5.844560623,-0.723551214,-0.080693834,2.292305231,3.596026421,3.938793182,3.087449312,3.434238434,0.86715436,-2.461076498,1.741634846,-0.098349474,2.534462929,1.719470739,-8.255619049,1.1394701,-8.517398834,-7.337808132,-1.794608831,0.240835831,0.96787256,0.522674739,-2.978241682,1.496495962,0.435012996,-2.689977884,-1.471254945,-1.051931024,0.361813515,0.616969824,-0.476073861,-8.291377068,-2.680904627,-3.152793646,-0.612775326,0.863772273,0.54167223,0.716611028,0.395389706,-2.034208775,-3.575354576,-1.064676762,-1.436386704,-0.452946812,0.021485416
48,13,INTERMEDIATE,35,-3.390457153,-1.295549631,-2.774013519,0.184494525,-0.554654539,1.813827157,0.220668599,1.604956031,0.708632052,-1.856869578,0.188006163,-1.272572517,-0.106564596,3.562198162,1.532201052,0.129264519,1.852281928,-4.915593147,1.230643749,-1.055101275,1.796581745,-0.067811139,2.241547823,-0.019306216,0.517851233,2.041582584,1.421884298,0.955493033,2.729687691,1.5951612,4.18397665,-4.107201099,9.744416237,-4.33761549,1.161103606,5.353898048,11.26755333,9.417434692,12.4799509,3.215003729,11.35955143,6.997281551,2.86422658,2.629189491,8.109321594,4.637206078,10.14891434,6.121735573,-4.5691576,4.39277792,0.887004077,9.725440979,8.217673302,12.64505672,10.82844448,8.623646736,8.023258209,3.967294455,2.773610592,5.757386208,3.27589798,10.66626072,-3.322517395,8.797013283,-4.073022842,1.295124173,4.626912117,10.36418247,9.317280769,10.34320164,3.766300201,9.777600288,7.088112354,2.651488066,2.597825766,8.219703674,6.329350948,8.798716545,5.820374966,-4.058263779,4.543466568,0.915872991,8.807937622,8.57476902,11.4900713,8.95021534,7.870729446,7.709811211,4.065302372,3.199260712,5.940955639,4.087858677,9.964337349
49,14,INTERMEDIATE,31,-1.903522968,4.3656497,-2.623839617,-0.394538194,2.489538431,5.084528923,4.851869106,5.097779274,1.671895623,5.11340189,3.492775917,1.181139946,0.684809506,2.868295193,3.896966934,5.333547592,2.61435771,-2.667360544,1.72888875,-0.089169003,3.918808699,4.106262684,5.375193596,5.067852497,3.591141939,2.892231941,0.769817412,1.292806745,1.585426569,1.994848251,4.400150776,-5.378912926,5.435741425,-6.153113365,-2.793560028,2.0692451,5.025783539,6.077586651,7.919873714,1.284249187,6.970134258,3.394519567,0.964569211,-0.407329768,2.221836805,3.450325012,6.778186321,3.154493809,-6.706603527,-0.036174711,-1.671698689,3.732998371,4.757187366,6.781274796,7.096772194,4.009618759,1.91988647,-0.944820762,0.467034757,0.503370941,1.236872196,4.921408653,-2.564609528,5.733803749,-3.161660433,-1.618813753,3.551815033,3.97117877,6.554778576,6.300383568,2.211106062,6.910369396,4.743141651,2.032987833,1.31283474,0.93010956,4.256206036,6.378036499,3.360444784,-4.319218159,0.080326267,0.553795516,2.707672596,5.797283649,5.68880415,6.184135437,4.648132324,1.755632639,-0.738686144,1.217565298,-0.124980167,2.424999952,3.050459146
50,10,INTERMEDIATE,35,0.22016044,-0.347373933,-1.399043798,1.001314282,0.765479386,0.70015353,0.199817091,-2.338130236,0.9588691,-0.149149865,0.634453356,1.529972792,1.905256391,1.104542136,0.40345335,-1.488146424,0.228530049,-0.705481589,1.216240406,0.109956034,0.185107723,0.294522464,0.43768695,-1.651437998,-0.414354414,0.504875422,1.561008215,1.331436396,1.629227638,1.10887754,-0.345585197,0.716909587,3.656560898,0.34864825,1.053012848,4.185452938,3.438316584,3.96559453,0.137751579,2.94888258,3.398250818,3.950436592,3.464856148,2.98132062,1.517124295,2.24879694,1.110850453,3.180431366,-0.287096918,2.833201408,2.896138191,3.416549206,3.976251125,3.31191802,0.044602182,3.001459837,3.055630684,2.081691027,3.364674568,2.068396568,3.122035027,0.803439379,-3.23337388,0.567334533,-4.542715073,-0.517072618,-0.899334073,0.909169316,2.044900656,-0.110423468,-2.041404009,1.347439408,-0.07083597,-1.531146765,-0.149362862,0.549381971,1.4872967,1.101952076,-1.848117948,-3.019542217,-0.906428277,-1.301942229,-0.164334983,0.777383685,1.618258119,-0.162918866,-0.868439436,-0.819954157,0.306903124,0.69202286,0.10360679,1.220144749,0.344759524
51,13,LOW,24,-0.978847027,-1.800430655,-1.635311246,-2.51020813,-0.328855217,0.534119248,0.969037592,3.058701754,0.316659987,-0.52483952,0.006372262,-0.353894204,-0.153628349,2.186496258,1.314147234,1.514706135,0.67921108,-1.828426838,-0.086509854,-0.319854915,0.998096287,0.110995367,1.401302934,2.713031292,-1.085118771,0.679139912,-0.193250582,-0.839204371,0.632434905,0.038452186,2.679135323,-0.753605306,-2.588016033,0.16509226,-3.129828691,0.431328535,-0.304961383,-0.642728686,1.357570052,-0.169058099,-1.228570461,-0.321268201,1.291474223,0.736983895,-0.384329975,0.875462949,0.292284399,-0.7550143,-2.065914869,-1.492621064,2.232013702,-0.843875945,-0.710587859,0.019347327,0.834245861,-2.102277756,-1.561858416,0.312889129,0.316929519,-1.41734767,-0.086798273,1.102118611,-1.413546562,3.367062569,-1.470517397,-1.622316957,3.025577545,4.870564461,4.011924267,6.351727009,2.845868349,4.101875305,2.982538939,2.133224487,0.887511432,1.993382812,3.538624287,4.669249535,3.429499626,-1.245413184,1.286454797,0.114650339,4.24706316,3.308098793,5.572122574,5.348186493,3.573201895,2.714289665,0.606422067,0.74486655,1.266272664,1.883798361,4.490707874
52,13,LOW,27,-1.419977903,8.083323479,-2.825119257,-3.33331728,6.771149635,5.943882942,9.927389145,6.465502262,4.018688202,8.90875721,7.480504036,5.435520649,5.172746658,2.599274635,5.80206871,5.354152679,6.154459953,-4.680717468,1.112165213,2.348985434,5.374351978,9.044047356,7.343898296,3.97206378,6.890203476,2.857558727,-0.949309349,5.056169033,0.227269009,5.989573956,5.388959408,-5.490283489,8.348621368,-5.780448914,-2.516714811,3.360104799,8.823209763,9.765413284,8.409561157,1.48776567,10.44292831,5.999544144,1.788706183,3.820373297,3.340779066,6.638996601,6.442836285,3.366828203,-6.431842804,-0.544495046,2.538259268,5.780734539,8.533799171,10.93211937,5.532175064,5.108346462,1.803734064,0.584436953,3.615339041,1.732171297,5.018401146,7.007598877,-6.54059124,15.3200531,-7.749614716,-4.99268961,9.507236481,12.08959579,20.33981514,13.55223274,5.729669571,17.37281036,12.77206039,6.111801147,6.701075554,3.262785435,12.15855026,13.83274555,8.83780098,-10.41185856,1.200786352,4.414904594,8.463928223,17.51284409,15.05244637,9.63378334,11.38016701,4.543395519,-0.654871404,7.611653328,1.280122519,8.996416092,7.048174381
53,15,LOW,25,-4.236651421,0.125495553,-5.698436737,-2.088900089,3.589323044,1.311780095,-0.855025947,-1.218204379,2.228379965,-0.176787615,1.480857968,2.159079075,1.499783874,0.765850723,-1.320418596,-1.887593746,2.517598629,-5.79053545,1.778565764,3.445886135,1.653800726,0.5635975,1.026476383,-1.312933087,1.115721583,2.720371962,0.344185829,1.333922982,0.889350951,0.298610687,-0.85006392,-4.964969158,5.032540321,-4.587152004,-4.290763378,5.073338509,3.218195677,3.463121414,0.297385842,1.999293327,4.750793457,4.364327431,3.012224197,3.494847536,0.892164052,0.8527565,0.79140383,3.35649085,-6.862057686,0.022980092,3.458798647,3.388008833,4.122772694,3.534441948,0.680534124,4.303740025,2.654531479,-0.70248121,3.171220541,0.337920576,1.749219656,-0.507128954,-7.804702282,1.027378678,-9.770993233,-3.280553579,2.626097918,0.829439759,-0.119055942,-0.855472744,1.050039768,0.636350989,1.38182056,2.143707037,2.784364462,0.448133022,-1.284264326,-1.265908718,1.783216238,-9.438741684,-0.586776435,1.208819866,1.31188643,0.800697803,1.428558588,-0.874001682,1.335470438,1.146201611,-0.463329524,2.017117023,0.686577618,-0.458143383,-0.882880807
54,20,LOW,19,-1.802996397,-3.306593895,-3.529076338,-1.437381268,0.407887667,0.071684666,-2.147331238,-2.419644594,1.992423654,-3.463621855,-0.723142803,-0.246354178,-1.663803935,1.047168374,-1.775426269,-3.879641771,-0.272127956,-2.098007441,0.691388726,-1.390925288,0.264043421,-1.511385798,-0.161152795,-3.482954264,-2.592708111,0.694665074,-0.348720372,-1.764024615,0.633490741,-0.599169493,1.176962256,-2.093505144,-0.628742814,-3.537124872,-2.496254444,1.704532146,1.666476846,0.580943584,-0.416862994,1.321527481,-0.235172644,1.058790088,-0.049216844,0.156804234,0.54500109,-2.034418821,-2.092757225,0.370998204,-1.869501829,-0.653602898,-0.814014614,0.81233871,1.171761751,1.872039437,-1.727645159,-0.526669323,-0.101764068,-1.473228216,-0.185087979,-0.106881887,-1.036872983,0.580406249,-6.434578419,4.223899364,-6.667397499,-5.595833302,3.209810734,5.20619154,5.191142082,1.66332233,0.387210757,4.593680859,3.580339432,-0.212278858,-0.683279335,-0.353680998,0.386791229,0.225771606,2.226305723,-6.35910511,-2.695636034,-2.581916332,3.479563236,5.290242195,5.76126194,0.248211265,3.202090025,0.350449532,-2.111008644,1.194967747,0.024848057,-0.02425418,1.262352586
55,8,LOW,15,-0.035840441,-2.295982838,1.079238415,-1.594771862,-0.578804731,-1.315860868,-1.438950062,-1.866507649,-0.560065985,-2.49091959,-1.365068555,-0.078816853,-0.098738901,-0.670122385,-0.457598746,-1.23234117,-1.342433572,-0.858137488,-1.775610566,0.625302851,-1.544253469,-1.201367497,-1.142221928,-1.341142774,-1.943472743,-2.08762908,-0.999585152,-0.415732384,-0.922038853,0.112804294,-0.992652953,-0.947762549,-1.086452961,-1.721244454,-0.50736016,-1.276868582,0.382537216,-0.550656617,-1.065684199,-0.858047903,-0.595716119,-0.902837038,-1.175348639,-1.502988577,0.897158027,-0.690205693,-0.565062344,-1.542755842,-1.017491817,0.2483318,-1.253763199,0.151320741,-0.530083477,0.101223655,-0.848754704,-1.344620585,0.186461806,-0.022289263,-1.154550076,0.77889955,-0.383747011,0.603867173,-1.272616386,-0.653536022,-1.914165378,0.087882385,-1.605019569,0.544171035,-0.745130897,0.52170682,-0.831273794,-0.221783474,-1.422957063,-1.811509132,-1.733534098,0.766339779,-0.760180473,0.140199751,-0.803112566,-0.901568651,-0.180730551,-1.456406951,0.103270605,-1.197308064,0.573702037,0.337669581,-0.712513626,0.064653993,0.797201335,-1.344228983,0.74621135,-1.070299268,0.730918109
56,16,LOW,12,-1.872951508,-1.837367296,-2.111346245,-2.52512598,-1.704165816,-1.013622999,-1.211418152,0.037177175,-2.114753723,-1.340748549,-1.509565592,-2.134863853,-1.15435636,-0.711443961,0.070214257,0.078198574,-2.041765213,-2.037114859,-1.760790467,-2.451913118,-1.25195086,-1.430851698,-0.138243169,-0.232564136,-1.843414664,-2.037786245,-0.804380476,-1.717284441,-1.071828127,-0.791262329,0.050138995,-3.190981627,0.570986688,-4.064387798,-0.86582756,-0.574942648,0.35194394,-0.17843987,0.848489046,-1.595232725,0.58178407,-1.044652104,-1.280929923,-1.597024918,-0.190162584,0.242225394,0.418352604,0.856630683,-2.71081996,-1.256687164,-1.914033294,0.04411618,-0.56709528,0.823489308,0.604973853,0.818183064,-0.066707984,-0.70390141,-1.603092313,-0.117846087,-1.136568069,0.485203177,-0.737094164,-3.504916668,-1.028896689,-2.0126369,-1.549932837,-3.060191154,-3.039808512,-3.323373318,-1.563794374,-4.092439651,-1.549938202,-1.382749557,-0.410648048,-1.727341652,-1.351970792,-3.132167578,-2.411588907,-0.792479038,-1.704236388,0.259870678,-2.525831461,-1.937294722,-3.19728899,-3.396927357,-3.040252447,-2.069067001,-1.671759486,-0.004364724,-1.652301669,-0.394420564,-2.611682415
57,13,LOW,24,-1.990919709,0.877675235,-3.267845392,-3.968625784,0.23433505,0.142378658,0.962119401,0.305279106,-0.684014797,1.115901589,0.903031528,0.008942484,-0.5054757,-0.07901185,-0.096029982,0.514377236,-0.809618592,-3.082203865,-1.700507879,-0.578899324,-0.026871145,1.196046114,1.002521038,0.347579688,0.294939607,-1.130993009,-2.442912102,-0.01697362,-1.207486749,0.385858059,0.381361902,1.537081599,3.382369518,-0.571201444,-1.695340872,2.555296183,3.595490694,2.821128607,2.368955135,1.460021019,4.378928661,2.537523985,2.536420584,1.919882774,2.592373371,1.048296213,1.805750966,1.599600315,-0.534980416,0.767632127,1.866597533,2.772897005,2.958744764,3.733301401,1.960419536,2.137051821,1.985536098,0.019909833,2.028924227,1.198707104,1.287831426,2.576738358,-3.60455966,0.583902478,-3.866096497,-3.810950756,-0.438402951,-0.175123289,0.568128228,0.37844339,-1.840587974,1.107710838,0.68603617,-1.186363459,-0.631840944,-1.148514867,-0.30710721,0.114973471,-1.270416975,-5.468854904,-2.733979225,-1.832901955,-0.615898609,0.661987662,0.29293716,0.410119891,-0.237354666,-1.42388165,-2.672678947,-0.389498115,-1.946391821,-0.256004781,-0.452543855
58,16,LOW,17,-0.250846118,5.090328217,-2.41554451,-0.045986328,3.36815238,5.416375637,6.380497456,3.611503839,3.260573626,5.862694263,5.047133923,1.415410995,0.796781957,2.763496876,5.212351322,3.187327385,4.069403648,-0.741802156,3.010231256,-1.198630452,4.908778667,6.16787529,5.802388191,2.901805878,4.391510963,3.896420956,1.953656912,3.014453411,2.152556896,5.064114094,2.464193344,-2.485947847,5.643733978,-3.466752052,-0.884072483,2.487700224,5.219541073,6.01695919,3.09340477,1.30375123,5.954945087,3.788113832,0.130957752,1.054558158,2.811130047,5.97454834,4.387473106,2.862710714,-2.504591942,1.905242324,-0.954062998,5.175145626,5.14125061,5.269547462,3.288763285,4.424817562,4.553350449,1.413756371,2.626712322,1.742165804,4.753799915,2.258347034,-1.821919203,6.207591534,-3.591881752,-0.424080819,2.206668854,6.543980122,6.521216869,5.032876015,2.836003065,6.694107056,4.171381474,0.46621573,0.469577044,3.472642899,6.059251785,4.364629269,4.237929344,-2.263709068,3.133015156,-2.318091393,5.93992281,5.522289276,7.035719395,4.183924198,5.329154491,5.572033882,0.962867081,2.374933243,1.856900811,4.819729328,4.743523598
59,14,LOW,23,-2.097345829,1.698172212,-1.80860877,-2.45760107,0.547168314,3.277650595,2.165587664,3.496616364,0.409264535,3.14693594,1.141342759,-0.527457833,1.253968954,1.809322119,0.412010968,1.848248124,0.749510586,-2.940412283,-0.792567253,1.303489923,1.748324633,1.691136718,4.769552231,2.830054522,1.48609221,0.731574416,-0.538899839,0.993140578,0.381098002,0.508741677,2.729556084,-0.60296756,11.26571751,0.259197474,-0.526942611,7.323503494,11.35731888,11.83786392,8.026740074,6.114822388,11.7268734,9.075400352,5.766077518,5.001946926,4.659170151,5.571217537,6.252912521,7.768980026,-1.337848783,4.625974178,4.212151527,9.987465858,11.24592686,12.2028656,7.292302132,9.607135773,7.985158443,1.882504106,5.478871822,3.802647114,5.680746078,5.386368752,-3.1149261,6.796256542,-3.146956444,-2.818103075,3.113735199,6.368223667,6.485026836,3.389821053,1.820768595,6.907022476,4.770945549,1.595568299,0.932677388,1.120768547,1.971594453,2.696746826,4.251844406,-4.157605171,0.288603634,0.369730026,4.994992256,6.297112942,6.226447105,3.349908352,5.675962448,2.823437929,-0.622525036,1.809400916,0.311954588,2.155464888,2.076289892
60,15,LOW,24,0.740845919,4.973661423,0.872250438,0.444320202,2.760792255,5.997272968,4.812434673,4.780194283,3.189664364,5.795332909,3.989963531,1.374703288,1.77984941,3.887004614,2.246257782,3.561110258,4.246331692,-0.206117287,4.172360897,-0.002104316,5.473903656,4.967325687,6.704848766,3.923929453,4.893182755,4.845798492,1.898186207,1.300097823,2.90988636,2.217978954,4.200735092,-2.677526712,6.491312504,-2.21001029,-1.652810335,3.942182541,5.950063705,5.776606083,7.133121967,1.913400412,7.079763889,5.705438614,1.990127683,0.900720119,3.922279119,2.836414099,4.476844788,4.204284668,-2.19360137,1.91143477,-0.206501067,4.665682316,6.286058903,7.420054436,5.414266109,6.056612015,3.193790913,0.439290047,1.600507021,1.862124205,2.550082922,5.28995657,-0.638735414,6.210124016,-0.014171069,0.825024605,3.654355049,6.236513615,7.661073685,7.889309883,2.032914877,7.675553799,4.84435606,2.132341385,3.003860712,4.223860741,5.914682388,7.27174902,3.153444529,-2.1939466,1.846414328,1.294907093,4.488434315,6.688555241,7.440092087,7.484018326,4.403116226,3.436433077,1.42546463,3.6176579,2.447764874,4.72219944,5.768801212
61,18,LOW,22,-1.873558402,4.427111149,-2.093396664,-0.664024889,2.734340668,4.254209518,4.443883419,1.759274006,2.320254803,3.85864687,3.433315277,1.952767015,1.740201712,2.709690571,2.001687288,2.349511147,3.006342888,-2.127328873,2.255386353,1.631501198,3.621156693,3.790278912,4.240568638,1.345522404,3.424610615,2.838769674,1.491505384,2.595827341,3.190753937,1.830546021,1.922267079,-2.360943794,10.934659,-1.997762561,-0.617333114,5.393605232,8.831140518,9.838040352,6.597902298,4.887404442,10.01243687,8.33323288,3.502738237,2.2962327,5.344042301,6.766601563,8.465600014,6.679004669,-2.633237839,3.143376112,0.848432183,7.249387741,8.832701683,9.52628231,7.14712286,9.124148369,5.013566017,1.547334313,3.907413721,3.481151581,5.427762032,5.861767292,-1.989436507,5.291259766,-1.621423006,-0.86374253,3.592079163,3.909923792,4.929955482,2.517742872,1.908961654,5.511565208,4.459142685,2.731432438,2.313298702,2.135670185,3.372069359,4.196452141,3.51357317,-2.275583029,1.834332108,2.063817263,3.061942339,4.488821507,4.233386517,3.189565897,4.226932526,2.093221903,0.794836938,2.680869102,2.144030809,2.664369583,1.834854722
62,11,LOW,24,-12.56403923,-2.970163822,-16.32303238,-7.213827133,-2.246309042,-0.303494245,-0.752002954,3.361248255,-3.817878246,-2.16080904,-1.59128058,-4.62817812,-0.529139638,1.334350109,0.96043247,1.074557066,-1.436610222,-13.37346935,-3.892531633,-4.387892246,-0.303805083,-1.343434811,-0.704528093,1.403561831,-2.201453686,-0.487318844,-1.052700877,1.228241205,0.498974681,1.089169741,1.792577028,-12.63052559,2.949708223,-16.32045174,-4.348304749,1.200886965,4.937102318,4.070316792,5.091361046,-0.586317778,3.89310813,2.408335924,-1.119638681,1.910949349,4.217602253,5.063995361,4.735426426,1.496542096,-13.16087437,-0.895685911,-2.154476643,4.264564991,3.195735216,5.007944107,3.672860384,1.948171616,3.367578745,1.245371461,3.5642097,3.148793221,5.056592941,4.237065315,-14.10277843,-4.899455547,-16.21845436,-6.351980209,-3.224907398,-2.013911963,-3.067548275,0.041634619,-3.842961788,-4.967257977,-2.564443111,-4.661818027,-1.153771043,-0.233547598,-0.686246693,-1.794739723,-1.851238132,-15.28127384,-3.842326641,-4.001401424,-1.57005012,-3.044893742,-2.371737003,-1.497005463,-3.086930513,-1.232147455,-1.431082487,-0.58724463,-0.380543202,-0.648327827,-0.361487448
63,14,LOW,24,0.190700337,4.043549061,0.86601156,-0.826700747,1.927199244,2.938668728,4.051229954,1.861369967,-0.195347726,4.53826046,2.15811491,-0.174650311,0.649677634,2.041408539,2.187379122,2.742172003,0.126930535,-0.244888917,-1.116514802,0.540829778,2.061332464,3.695020676,3.038490295,1.944287419,1.594499826,1.254930735,0.341371328,0.703543603,0.568122983,1.604123354,2.244193554,3.124549389,5.653344154,1.259630442,2.565134525,3.319469213,6.021731377,3.831941366,3.734121323,3.555097342,5.542861938,3.514567137,2.057063341,2.169809818,5.025261879,1.700928688,3.239768505,3.665344715,2.673601866,3.784675598,1.927868843,5.473380089,4.26035738,5.451956749,2.648688555,4.241462231,4.689528465,3.552605867,1.472385049,3.844489098,1.852674365,4.555721283,3.612010479,4.17872715,4.802915096,1.793674469,3.492191792,3.321108103,2.913946629,0.240507245,3.122100115,3.620220423,2.958735704,3.700414658,1.421226859,1.855660439,1.000839591,0.546051562,2.737920284,5.07360363,3.785435915,3.151922464,3.448750734,3.371994257,2.997703314,0.258077323,2.825488329,4.20994091,2.52574563,1.022339225,2.237079382,0.834738851,1.538515687
